pid,title,language,collection,original_label,rights,location_of_original,photographer_or_studio,scanned_from,_date,location,description,additional_notes,permission_display,on_server,on_website
SHA-10-016,SHA-10-016,en,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 16.5 by 21.5,late 1950s,"Khartoum, Kober bridge",Sharhabil Ahmed and other employees of the publications bureau,,yes,yes,yes
SHA-10-016,SHA-10-016,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 16.5 by 21.5,late 1950s,الخرطوم، كبري كوبر,شرحبيل احمد وموظفين اخرين من مكتب النشر,,yes,yes,yes
SHA-11-001,SHA-11-001,en ,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 16.7 by 22.4,1966,"Ethiopia, Addis Ababa",Sharhabil Ahmed and military officer in airport,,yes,no,no
SHA-11-001,SHA-11-001,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 16.7 by 22.4,1966,اثيوبيا، اديس ابابا,شرحبيل احمد وضابط الجيش في مطار,,yes,no,no
SHA-11-002,SHA-11-002,en,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,Jurg Kobler,photograph 15.2 by 20.2,1966,"Kenya, Nairobi",Harambe band performance,,yes,no,no
SHA-11-002,SHA-11-002,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد, جورق كوبلير,photograph 15.2 by 20.2,1966,كينيا، نيروبي,عزف فرقة هرامبي,,yes,no,no
SHA-11-003,SHA-11-003,en ,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,Jurg Kobler,photograph 15.3 by 20.6,1966,"Kenya, Nairobi",Harambe band performance,,yes,no,no
SHA-11-003,SHA-11-003,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد, جورق كوبلير,photograph 15.3 by 20.6,1966,كينيا، نيروبي,عزف فرقة هرامبي,,yes,no,no
SHA-11-004,SHA-11-004,en,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 14.5 by 20.7,1966,"Ethiopia, Addis Ababa",crowd of fans of Sharhabil Ahmed and Harambe,,yes,no,no
SHA-11-004,SHA-11-004,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 14.5 by 20.7,1966,اثيوبيا، اديس ابابا,جمهور من معجبين شرحبيل احمد وهرامبي,,yes,no,no
SHA-11-005,SHA-11-005,en ,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,Jurg Kobler,photograph 15.2 by 21,1966,"Khartoum, National Theater",Harambe band performance,,yes,no,no
SHA-11-005,SHA-11-005,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,جورق كوبلير,photograph 15.2 by 21,1966,الخرطوم، المسرح القومي,عزف فرقة هرامبي,,yes,no,no
SHA-11-006,SHA-11-006,en,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 15.3 by 20.3,1966,"Kenya, Nairobi",Harambe band performance,,yes,no,no
SHA-11-006,SHA-11-006,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 15.3 by 20.3,1966,كينيا، نيروبي,عزف فرقة هرامبي,,yes,no,no
SHA-11-007,SHA-11-007,en ,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 11.7 by 16.1,1966,"Kenya, Nairobi",Harambe band performance,,yes,no,no
SHA-11-007,SHA-11-007,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 11.7 by 16.1,1966,كينيا، نيروبي,عزف فرقة هرامبي,,yes,no,no
SHA-11-008,SHA-11-008,en,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,Sudanese Minsitry of Information,photograph 10.6 by 15.2,1966,Khartoum,Harambe received by President al Azhari,,yes,no,no
SHA-11-008,SHA-11-008,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,وزارة الاعلام السوداني,photograph 10.6 by 15.2,1966,الخرطوم,هرامبي مع رئيس الازهري,,yes,no,no
SHA-11-009,SHA-11-009,en ,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,Jurg Kobler,photograph 10.8 by 14.9,1966,"Ethiopia, Addis Ababa",Haile Selassie in crowd,,yes,no,no
SHA-11-009,SHA-11-009,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,جورق كوبلير,photograph 10.8 by 14.9,1966,اثيوبيا، اديس ابابا,هايلي سيلاسي في جمهور,,yes,no,no
SHA-11-010,SHA-11-010,en,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,Jurg Kobler,photograph 12.1 by 16.2,1966,"Ethiopia, Addis Ababa",Harambe band performance,,yes,no,no
SHA-11-010,SHA-11-010,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,جورق كوبلير,photograph 12.1 by 16.2,1966,اثيوبيا، اديس ابابا,عزف فرقة هرامبي,,yes,no,no
SHA-11-011,SHA-11-011,en ,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 12 by 16,1966,"Ethiopia, Addis Ababa",Harambe band performance,,yes,no,no
SHA-11-011,SHA-11-011,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 12 by 16,1966,اثيوبيا، اديس ابابا,عزف فرقة هرامبي,,yes,no,no
SHA-11-012,SHA-11-012,en,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 15.9 by 20.3,1966,"Ethiopia, Addis Ababa",Harambe band performance,,yes,no,no
SHA-11-012,SHA-11-012,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 15.9 by 20.3,1966,اثيوبيا، اديس ابابا,عزف فرقة هرامبي,,yes,no,no
SHA-11-013,SHA-11-013,en ,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 15.5 by 20.6,1966,"Kenya, Nairobi",Sudanese Ambassador Sayed Mirghani and Kenyan government officials welcoming Harambe ,,yes,no,no
SHA-11-013,SHA-11-013,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 15.5 by 20.6,1966,كينيا، نيروبي,السفير السوداني سيد مرغني ومسؤلين كينيي في استقبال فرقة هرامبي,,yes,no,no
SHA-11-014,SHA-11-014,en,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 15.7 by 20.6,1966,"Ethiopia, Addis Ababa",Haile Selassie with Harambe band members Lucy Muro and Magdalene Anyango,,yes,no,no
SHA-11-014,SHA-11-014,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 15.7 by 20.6,1966,اثيوبيا، اديس ابابا,هايلي سيلاسي مع اعصضاء من فرقة هرامبي لوسي مورو وماغدالين انيانغو,,yes,no,no
SHA-11-015,SHA-11-015,en ,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 15.7 by 20.6,1966,"Ethiopia, Addis Ababa",Reception of Harambe band at airport with lion,,yes,no,no
SHA-11-015,SHA-11-015,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 15.7 by 20.6,1966,اثيوبيا، اديس ابابا,استقبال فرقة هرامبي في المطار مع الاسد,,yes,no,no
SHA-11-016,SHA-11-016,en,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 15.4 by 20.4,1966,Khartoum,Reception of Harambe band with Sadiq al Mahdi,,yes,yes,yes
SHA-11-016,SHA-11-016,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 15.4 by 20.4,1966,الخرطوم,استقبال فرقة هرامبي مع صادق المهدي,,yes,yes,yes
SHA-11-017,SHA-11-017,en ,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10 by 14.7,1966,"Ethiopia, Addis Ababa",Reception of Harambe band at airport with lion,,yes,no,no
SHA-11-017,SHA-11-017,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 10 by 14.7,1966,اثيوبيا، اديس ابابا,استقبال هرامبي في المطار مع الاسد,,yes,no,no
SHA-11-018,SHA-11-018,en,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 12.3 by 16.5,1966,Khartoum,Reception of Harambe with President al Azhari,,yes,no,no
SHA-11-018,SHA-11-018,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 12.3 by 16.5,1966,الخرطوم,استقبال فرقة هرامبي مع رئيس الازهري,,yes,no,no
SHA-11-019,SHA-11-019,en ,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 11.6 by 17.7,1966,"Ethiopia, Addis Ababa",Carriage of Haile Selassie,,yes,no,no
SHA-11-019,SHA-11-019,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 11.6 by 17.7,1966,اثيوبيا، اديس ابابا,نقل هايلي سيلاسي,,yes,no,no
SHA-11-020,SHA-11-020,en,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 11.6 by 16.4,1966,"Ethiopia, Addis Ababa",Harambe band performance,,yes,no,no
SHA-11-020,SHA-11-020,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 11.6 by 16.4,1966,اثيوبيا، اديس ابابا,عزف فرقة هرامبي,,yes,no,no
SHA-11-021,SHA-11-021,en ,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 11.4 by 18.1,1966,"Ethiopia, Addis Ababa",Group of soldiers,,yes,no,no
SHA-11-021,SHA-11-021,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 11.4 by 18.1,1966,اثيوبيا، اديس ابابا,مجموعة من الجنود,,yes,no,no
SHA-11-022,SHA-11-022,en,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,Jurg Kobler,photograph 15.8 by 20.7,1966,"Ethiopia, Addis Ababa",Commander of Ethiopian Airforce Colonel Aberra Mariam and memberr of Harambe,,yes,no,no
SHA-11-022,SHA-11-022,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,جورق كوبلير,photograph 15.8 by 20.7,1966,اثيوبيا، اديس ابابا,قائد القوات الجوية ابيرا ماريام وعضوء من فرقة هرامبي,,yes,no,no
SHA-11-023,SHA-11-023,en ,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,Sudanese Ministry of Information,photograph 14.6 by 19.8,1966,"Ethiopia, Addis Ababa",Harambe band performance,,yes,no,no
SHA-11-023,SHA-11-023,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,وزارة الاعلام السوداني,photograph 14.6 by 19.8,1966,اثيوبيا، اديس ابابا,عزف فرقة هرامبي,,yes,no,no
SHA-11-024,SHA-11-024,en,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 16.6 by 22.4,18/3/1966,"Ethiopia, Bashuftu Military Airport",Reception of Harambe band at airport,,yes,no,no
SHA-11-024,SHA-11-024,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 16.6 by 22.4,18/3/1966,اثيوبيا، باشوفتو مطار عسكري,استقبال فرقة هرامبي في المطار,,yes,no,no
SHA-12-001,SHA-12-001,en ,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 8.9 by 12.8,1988,"Khartoum, Friendship Hall",Sharhabil Ahmed and Harry Balafonte performing,,yes,no,no
SHA-12-001,SHA-12-001,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 8.9 by 12.8,1988,الخرطوم، قاعة الصداقة,عزف شرحبيل احمد وهاري بلفونتي,,yes,no,no
SHA-12-002,SHA-12-002,en,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 9.4 by 13.3,1960s,Khartoum,Sharhabil Ahmed and his band including Zakia Abu Gasim,,yes,no,no
SHA-12-002,SHA-12-002,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 9.4 by 13.3,1960s,الخرطوم,شرحبيل احمد وفرقته من ضمنهم زكية ابو القاسم,,yes,no,no
SHA-12-003,SHA-12-003,en ,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10.1 by 15.1,2000s,Khartoum,Sharhabil Ahmed with a guitar,,yes,no,no
SHA-12-003,SHA-12-003,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 10.1 by 15.1,2000s,الخرطوم,شرحبيل احمد بالجيتار,,yes,no,no
SHA-12-004,SHA-12-004,en,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10.1 by 15.1,2000s,Khartoum,Sharhabil Ahmed with a guitar,,yes,no,no
SHA-12-004,SHA-12-004,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 10.1 by 15.1,2000s,الخرطوم,شرحبيل احمد بالجيتار,,yes,no,no
SHA-12-005,SHA-12-005,en ,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10.1 by 15.1,2000s,Khartoum,Sharhabil Ahmed with a guitar,,yes,no,no
SHA-12-005,SHA-12-005,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 10.1 by 15.1,2000s,الخرطوم,شرحبيل احمد بالجيتار,,yes,no,no
SHA-12-006,SHA-12-006,en,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10.1 by 15.1,2000s,Khartoum,Sharhabil Ahmed with a guitar,,yes,no,no
SHA-12-006,SHA-12-006,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 10.1 by 15.1,2000s,الخرطوم,شرحبيل احمد بالجيتار,,yes,no,no
SHA-12-007,SHA-12-007,en ,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 9.9 by 15.1,1988,"Emirates, al 'Ain",Sharhabil Ahmed and two others in a bus,,yes,no,no
SHA-12-007,SHA-12-007,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 9.9 by 15.1,1988,الامارات، العين,شرحبيل احمد واثنين اخرين في حافلة,,yes,no,no
SHA-12-008,SHA-12-008,en,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 8.7 by 12.6,1984,Libya,Sharhabil Ahmed and Jaylan al Wathiq ,,yes,no,no
SHA-12-008,SHA-12-008,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 8.7 by 12.6,1984,ليبيا,شرحبيل احمد وجيلان الواثق,,yes,no,no
SHA-12-009,SHA-12-009,en ,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 8.6 by 13.8,1957-1958,"Egypt, Manufiya, Sirs al Layan",Sharhabil Ahmed and Kamil Hussain,,yes,no,no
SHA-12-009,SHA-12-009,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 8.6 by 13.8,1957-1958,مصر، المنوفية، سرس الليان,شرحبيل احمد وكامل حسين,,yes,no,no
SHA-12-010,SHA-12-010,en,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 8.7 by 12.6,1984,Libya,Crowd at Sharhabil Ahmed concert,,yes,no,no
SHA-12-010,SHA-12-010,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 8.7 by 12.6,1984,ليبيا,جمهور في حفل شرحبيل احمد,,yes,no,no
SHA-12-011,SHA-12-011,en ,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 8.7 by 12.6,1984,Libya,Sharhabil Ahmed and band with another person,,yes,no,no
SHA-12-011,SHA-12-011,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 8.7 by 12.6,1984,ليبيا,شرحبيل احمد وفرقته مع سخص اخر,,yes,no,no
SHA-12-012,SHA-12-012,en,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 8.7 by 12.6,1984,Libya,Sharhabil Ahmed's band and another person,,yes,no,no
SHA-12-012,SHA-12-012,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 8.7 by 12.6,1984,ليبيا,فرقة شرحبيل احمد وشخص اخر,,yes,no,no
SHA-13-001,SHA-13-001,en ,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 7.9 by 11.1,1965,Tunisia,Sharhabil Ahmed Kamil Hussain and Hassan Saroji dancing a traditional dance ,,yes,no,no
SHA-13-001,SHA-13-001,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 7.9 by 11.1,1965,تونس,عيد المرجان شرحبيل احمد حسن سروجي كامل حسين في رقص شعبي ,,yes,no,no
SHA-14-001,SHA-14-001,en,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10.5 by 16,1963,Khartoum,Hassan Saroji and Sharhabil Ahmed,,yes,no,no
SHA-14-001,SHA-14-001,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 10.5 by 16,1963,الخرطوم,حسن سروجي وشرحبيل احمد,,yes,no,no
SHA-14-002,SHA-14-002,en ,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 8.9 by 13.9,1965,Tunisia,Hassan Saroji,,yes,no,no
SHA-14-002,SHA-14-002,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 8.9 by 13.9,1965,تونس,حسن سروجي,,yes,no,no
SHA-14-003,SHA-14-003,en,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 8.8 by 14,1965,Khartoum,"Sharhabil Ahmed, his band, 'Ali Shomo, and the Sayed Taj Muhammad director of radio in airport",,yes,no,no
SHA-14-003,SHA-14-003,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 8.8 by 14,1965,الخرطوم,شرحبيل احمد وفرقته وعلي شمو ومدير الاذاعة السيد التاج محمد في المطار,,yes,no,no
SHA-14-004,SHA-14-004,en ,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 7.2 by 10.4,1965,Tunisia,Sharhabil Ahmed and his band,,yes,no,no
SHA-14-004,SHA-14-004,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 7.2 by 10.4,1965,تونس,شرحبيل احمد وفرقته,,yes,no,no
SHA-14-005,SHA-14-005,en,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 8.2 by 10,1965,Tunisia,Sharhabil Ahmed Hassan Saroji and some others,,yes,no,no
SHA-14-005,SHA-14-005,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 8.2 by 10,1965,تونس,شرحبيل احمد وحسن سروجي وبعض الاخرين,,yes,no,no
SHA-14-006,SHA-14-006,en ,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 7.3 by 10.4,1965,Tunisia,Sharhabil Ahmed his band and some others from al Marjan festival,,yes,no,no
SHA-14-006,SHA-14-006,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 7.3 by 10.4,1965,تونس,شرحبيل احمد وفرقته والاخرون من حفل عيد المرجان,,yes,no,no
SHA-14-007,SHA-14-007,en,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 7.3 by 10.4,1965,Tunisia,Sharhabil Ahmed his band and some others from al Marjan festival,,yes,no,no
SHA-14-007,SHA-14-007,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 7.3 by 10.4,1965,تونس,شرحبيل احمد وفرقته والاخرون من حفل عيد المرجان,,yes,no,no
SHA-14-008,SHA-14-008,en ,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 8 by 11,1965,Tunisia,Sharhabil Ahmed Kamil Hussain and Hassan Saroji dancing a traditional dance ,,yes,no,no
SHA-14-008,SHA-14-008,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 8 by 11,1965,تونس,عيد المرجان شرحبيل احمد حسن سروجي كامل حسين في رقص شعبي ,,yes,no,no
SHA-15-001,SHA-15-001,en,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10 by 15.1,2007,"Ethiopia, Addis Ababa",Three people at art exhibition,,yes,no,no
SHA-15-001,SHA-15-001,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 10 by 15.1,2007,اثيوبيا، اديس ابابا,ثلاثة اشخاص في معرض الفن,,yes,no,no
SHA-15-002,SHA-15-002,en ,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 9.9 by 14.8,25/10/1991,"Ethiopia, Addis Ababa",Sharhabil Ahmed,,yes,no,no
SHA-15-002,SHA-15-002,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 9.9 by 14.8,25/10/1991,اثيوبيا، اديس ابابا,شرحبيل احمد,,yes,no,no
SHA-15-003,SHA-15-003,en,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10 by 15.1,1991,"Ethiopia, Addis Ababa",Sharhabil Ahmed and other envoys for concert,,yes,no,no
SHA-15-003,SHA-15-003,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 10 by 15.1,1991,اثيوبيا، اديس ابابا,شرحبيل احمد ومبعوثين في اثيوبيا لحفل,,yes,no,no
SHA-15-004,SHA-15-004,en ,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 12.9 by 18.2,1962,"Khartoum, Airport",Alkir Ahmed al Mustafa Sharhabil Ahmed Hassan Saroji and Ahmed Daoud,,yes,no,no
SHA-15-004,SHA-15-004,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 12.9 by 18.2,1962,الخرطوم، المطار,الكير احمد المصطفى وشرحبيل احمد وحسن سروجي واحمد داؤود,,yes,no,no
SHA-15-005,SHA-15-005,en,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 12.2 by 16.4,1962,"Ethiopia, Addis Ababa, Sudanese Ambassador's Residence",Sharhabil Ahmed and others,,yes,no,no
SHA-15-005,SHA-15-005,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 12.2 by 16.4,1962,اثيوبيا، اديس ابابا، منزل السفير السوداني,شرحبيل احمد واخرين,,yes,no,no
SHA-15-006,SHA-15-006,en ,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 12.2 by 16.4,1962,"Ethiopia, Addis Ababa",Sharhabil Ahmed other Sudanese and Ethiopian musicians and Sudanese diplomats,,yes,no,no
SHA-15-006,SHA-15-006,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 12.2 by 16.4,1962,أثيوبيا، اديس ابابا, شرحبيل احمد والفنانين السودانيين والاثيوبيين وموظفين من السفارة السوداني,,yes,no,no
SHA-15-007,SHA-15-007,en,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 12.2 by 16.5,1962,"Ethiopia, Addis Ababa",Sharhabil Ahmed Ahmed Mustafa and many other musicians performing in national theater,,yes,no,no
SHA-15-007,SHA-15-007,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 12.2 by 16.5,1962,أثيوبيا، اديس ابابا,شرحبيل احمد واحمد مصطفى وفنانين اخر يعزفون في المسرح القومي,,yes,no,no
SHA-15-008,SHA-15-008,en ,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 12.2 by 16.5,1962,"Ethiopia, Addis Ababa",Sharhabil Ahmed and other musicians performing in the national theater,,yes,no,no
SHA-15-008,SHA-15-008,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 12.2 by 16.5,1962,أثيوبيا، اديس ابابا,يعزف شرحبيل احمد وفنانين اخر في المسرح القومي,,yes,no,no
SHA-15-009,SHA-15-009,en,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10.1 by 15.2,1991,"Ethiopia, Addis Ababa",Sharhabil Ahmed and other musicians,,yes,no,no
SHA-15-009,SHA-15-009,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 10.1 by 15.2,1991,أثيوبيا، اديس ابابا,شرحبيل احمد والفنانين الاخر,,yes,no,no
SHA-15-010,SHA-15-010,en ,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10.1 by 15.2,1991,"Ethiopia, Addis Ababa",Sharhabil Ahmed and other musicians,,yes,no,no
SHA-15-010,SHA-15-010,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 10.1 by 15.2,1991,أثيوبيا، اديس ابابا,شرحبيل احمد والفنانين الاخر,,yes,no,no
SHA-15-011,SHA-15-011,en,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 10.1 by 15.2,2007,"Ethiopia, Addis Ababa",Sharhabil Ahmed and other musicians,,yes,no,no
SHA-15-011,SHA-15-011,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 10.1 by 15.2,2007,أثيوبيا، اديس ابابا,شرحبيل احمد وفنانين اخر,,yes,no,no
SHA-15-012,SHA-15-012,en ,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 12.1 by 16.4,1962,"Ethiopia, Addis Ababa",Sharhabil Ahmed and others including Abdel Latif Khidir 'Ali Nur al Jalil Tayuba Hassan Saroji and Ahmed Daoud,,yes,no,no
SHA-15-012,SHA-15-012,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 12.1 by 16.4,1962,أثيوبيا، اديس ابابا,شرحبيل احمد واخرين من ضمنهم عبد اللطيف خضر وعلي نور الجليل وطيوبا وحسن سروجي واحمد داؤود,,yes,no,no
SHA-15-013,SHA-15-013,en,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 12.1 by 16.6,1962,"Ethiopia, Addis Ababa",Sharhabil Ahmed his band and employees of the Sudanese embassy,,yes,no,no
SHA-15-013,SHA-15-013,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 12.1 by 16.6,1962,أثيوبيا، اديس ابابا,شرحبيل احمد وفرقته وموظفين من السفارة السوداني,,yes,no,no
SHA-15-014,SHA-15-014,en ,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 12.1 by 16.6,1962,"Ethiopia, Massawa",Sharhabil Ahmed and group at restaurant,,yes,no,no
SHA-15-014,SHA-15-014,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 12.1 by 16.6,1962,أثيوبيا، مصوع,شرحبيل احمد ومجموعة في المطعم,,yes,no,no
SHA-15-015,SHA-15-015,en,Sharhabil Ahmed,,Sharhabil Ahmed,Sharhabil Ahmed,,photograph 12.1 by 16.4,1962,"Ethiopia, Massawa",Group of visitors among them Sharhabil Ahmed Ahmed al Mustafa and Osman Hussain,,yes,no,no
SHA-15-015,SHA-15-015,ar,شرحبيل احمد,,شرحبيل احمد,شرحبيل احمد,,photograph 12.1 by 16.4,1962,أثيوبيا، مصوع,مجموعة من الزائرين من ضمنهم شرحبيل احمد واحمد المصطفى وعثمان حسين,,yes,no,no
